id,i1,f1,s1,s2,b1,t1,d1,dec1,nul1
3859,601699,743.23,val-859,unique-00003859,false,2020-01-01T01:04:19.000859Z,2022-05-09,38.59,359
3860,37460,744.2,val-860,unique-00003860,false,2020-01-01T01:04:20.000860Z,2022-05-10,38.6,360
3861,473221,745.17,val-861,unique-00003861,true,2020-01-01T01:04:21.000861Z,2022-05-11,38.61,361
3862,908982,746.14,val-862,unique-00003862,false,2020-01-01T01:04:22.000862Z,2022-05-12,38.62,362
3863,344743,747.11,val-863,unique-00003863,false,2020-01-01T01:04:23.000863Z,2022-05-13,38.63,363
3864,780504,748.08,val-864,unique-00003864,true,2020-01-01T01:04:24.000864Z,2022-05-14,38.64,
3865,216265,749.05,val-865,unique-00003865,false,2020-01-01T01:04:25.000865Z,2022-05-15,38.65,365
3866,652026,750.02,val-866,unique-00003866,false,2020-01-01T01:04:26.000866Z,2022-05-16,38.66,366
3867,87787,750.99,val-867,unique-00003867,true,2020-01-01T01:04:27.000867Z,2022-05-17,38.67,367
3868,523548,751.96,val-868,unique-00003868,false,2020-01-01T01:04:28.000868Z,2022-05-18,38.68,368
3869,959309,752.93,val-869,unique-00003869,false,2020-01-01T01:04:29.000869Z,2022-05-19,38.69,369
3870,395070,753.9,val-870,unique-00003870,true,2020-01-01T01:04:30.000870Z,2022-05-20,38.7,370
3871,830831,754.87,val-871,unique-00003871,false,2020-01-01T01:04:31.000871Z,2022-05-21,38.71,
3872,266592,755.84,val-872,unique-00003872,false,2020-01-01T01:04:32.000872Z,2022-05-22,38.72,372
3873,702353,756.81,val-873,unique-00003873,true,2020-01-01T01:04:33.000873Z,2022-05-23,38.73,373
3874,138114,757.78,val-874,unique-00003874,false,2020-01-01T01:04:34.000874Z,2022-05-24,38.74,374
3875,573875,758.75,val-875,unique-00003875,false,2020-01-01T01:04:35.000875Z,2022-05-25,38.75,375
3876,9636,759.72,val-876,unique-00003876,true,2020-01-01T01:04:36.000876Z,2022-05-26,38.76,376
3877,445397,760.69,val-877,unique-00003877,false,2020-01-01T01:04:37.000877Z,2022-05-27,38.77,377
3878,881158,761.66,val-878,unique-00003878,false,2020-01-01T01:04:38.000878Z,2022-05-28,38.78,
3879,316919,762.63,val-879,unique-00003879,true,2020-01-01T01:04:39.000879Z,2022-05-29,38.79,379
3880,752680,763.6,val-880,unique-00003880,false,2020-01-01T01:04:40.000880Z,2022-05-30,38.8,380
3881,188441,764.57,val-881,unique-00003881,false,2020-01-01T01:04:41.000881Z,2022-05-31,38.81,381
3882,624202,765.54,val-882,unique-00003882,true,2020-01-01T01:04:42.000882Z,2022-06-01,38.82,382
3883,59963,766.51,val-883,unique-00003883,false,2020-01-01T01:04:43.000883Z,2022-06-02,38.83,383
3884,495724,767.48,val-884,unique-00003884,false,2020-01-01T01:04:44.000884Z,2022-06-03,38.84,384
3885,931485,768.45,val-885,unique-00003885,true,2020-01-01T01:04:45.000885Z,2022-06-04,38.85,
3886,367246,769.42,val-886,unique-00003886,false,2020-01-01T01:04:46.000886Z,2022-06-05,38.86,386
3887,803007,770.39,val-887,unique-00003887,false,2020-01-01T01:04:47.000887Z,2022-06-06,38.87,387
3888,238768,771.36,val-888,unique-00003888,true,2020-01-01T01:04:48.000888Z,2022-06-07,38.88,388
3889,674529,772.33,val-889,unique-00003889,false,2020-01-01T01:04:49.000889Z,2022-06-08,38.89,389
3890,110290,773.3,val-890,unique-00003890,false,2020-01-01T01:04:50.000890Z,2022-06-09,38.9,390
3891,546051,774.27,val-891,unique-00003891,true,2020-01-01T01:04:51.000891Z,2022-06-10,38.91,391
3892,981812,775.24,val-892,unique-00003892,false,2020-01-01T01:04:52.000892Z,2022-06-11,38.92,
3893,417573,776.21,val-893,unique-00003893,false,2020-01-01T01:04:53.000893Z,2022-06-12,38.93,393
3894,853334,777.18,val-894,unique-00003894,true,2020-01-01T01:04:54.000894Z,2022-06-13,38.94,394
3895,289095,778.15,val-895,unique-00003895,false,2020-01-01T01:04:55.000895Z,2022-06-14,38.95,395
3896,724856,779.12,val-896,unique-00003896,false,2020-01-01T01:04:56.000896Z,2022-06-15,38.96,396
3897,160617,780.09,val-897,unique-00003897,true,2020-01-01T01:04:57.000897Z,2022-06-16,38.97,397
3898,596378,781.06,val-898,unique-00003898,false,2020-01-01T01:04:58.000898Z,2022-06-17,38.98,398
3899,32139,782.03,val-899,unique-00003899,false,2020-01-01T01:04:59.000899Z,2022-06-18,38.99,
3900,467900,783.0,val-900,unique-00003900,true,2020-01-01T01:05:00.000900Z,2022-06-19,39,400
3901,903661,783.97,val-901,unique-00003901,false,2020-01-01T01:05:01.000901Z,2022-06-20,39.01,401
3902,339422,784.94,val-902,unique-00003902,false,2020-01-01T01:05:02.000902Z,2022-06-21,39.02,402
3903,775183,785.91,val-903,unique-00003903,true,2020-01-01T01:05:03.000903Z,2022-06-22,39.03,403
3904,210944,786.88,val-904,unique-00003904,false,2020-01-01T01:05:04.000904Z,2022-06-23,39.04,404
3905,646705,787.85,val-905,unique-00003905,false,2020-01-01T01:05:05.000905Z,2022-06-24,39.05,405
3906,82466,788.82,val-906,unique-00003906,true,2020-01-01T01:05:06.000906Z,2022-06-25,39.06,
3907,518227,789.79,val-907,unique-00003907,false,2020-01-01T01:05:07.000907Z,2022-06-26,39.07,407
3908,953988,790.76,val-908,unique-00003908,false,2020-01-01T01:05:08.000908Z,2022-06-27,39.08,408
3909,389749,791.73,val-909,unique-00003909,true,2020-01-01T01:05:09.000909Z,2022-06-28,39.09,409
3910,825510,792.7,val-910,unique-00003910,false,2020-01-01T01:05:10.000910Z,2022-06-29,39.1,410
3911,261271,793.67,val-911,unique-00003911,false,2020-01-01T01:05:11.000911Z,2022-06-30,39.11,411
3912,697032,794.64,val-912,unique-00003912,true,2020-01-01T01:05:12.000912Z,2022-07-01,39.12,412
3913,132793,795.61,val-913,unique-00003913,false,2020-01-01T01:05:13.000913Z,2022-07-02,39.13,
3914,568554,796.58,val-914,unique-00003914,false,2020-01-01T01:05:14.000914Z,2022-07-03,39.14,414
3915,4315,797.55,val-915,unique-00003915,true,2020-01-01T01:05:15.000915Z,2022-07-04,39.15,415
3916,440076,798.52,val-916,unique-00003916,false,2020-01-01T01:05:16.000916Z,2022-07-05,39.16,416
3917,875837,799.49,val-917,unique-00003917,false,2020-01-01T01:05:17.000917Z,2022-07-06,39.17,417
3918,311598,800.46,val-918,unique-00003918,true,2020-01-01T01:05:18.000918Z,2022-07-07,39.18,418
3919,747359,801.43,val-919,unique-00003919,false,2020-01-01T01:05:19.000919Z,2022-07-08,39.19,419
3920,183120,802.4,val-920,unique-00003920,false,2020-01-01T01:05:20.000920Z,2022-07-09,39.2,
3921,618881,803.37,val-921,unique-00003921,true,2020-01-01T01:05:21.000921Z,2022-07-10,39.21,421
3922,54642,804.34,val-922,unique-00003922,false,2020-01-01T01:05:22.000922Z,2022-07-11,39.22,422
3923,490403,805.31,val-923,unique-00003923,false,2020-01-01T01:05:23.000923Z,2022-07-12,39.23,423
3924,926164,806.28,val-924,unique-00003924,true,2020-01-01T01:05:24.000924Z,2022-07-13,39.24,424
3925,361925,807.25,val-925,unique-00003925,false,2020-01-01T01:05:25.000925Z,2022-07-14,39.25,425
3926,797686,808.22,val-926,unique-00003926,false,2020-01-01T01:05:26.000926Z,2022-07-15,39.26,426
3927,233447,809.19,val-927,unique-00003927,true,2020-01-01T01:05:27.000927Z,2022-07-16,39.27,
3928,669208,810.16,val-928,unique-00003928,false,2020-01-01T01:05:28.000928Z,2022-07-17,39.28,428
3929,104969,811.13,val-929,unique-00003929,false,2020-01-01T01:05:29.000929Z,2022-07-18,39.29,429
3930,540730,812.1,val-930,unique-00003930,true,2020-01-01T01:05:30.000930Z,2022-07-19,39.3,430
3931,976491,813.07,val-931,unique-00003931,false,2020-01-01T01:05:31.000931Z,2022-07-20,39.31,431
3932,412252,814.04,val-932,unique-00003932,false,2020-01-01T01:05:32.000932Z,2022-07-21,39.32,432
3933,848013,815.01,val-933,unique-00003933,true,2020-01-01T01:05:33.000933Z,2022-07-22,39.33,433
3934,283774,815.98,val-934,unique-00003934,false,2020-01-01T01:05:34.000934Z,2022-07-23,39.34,
3935,719535,816.95,val-935,unique-00003935,false,2020-01-01T01:05:35.000935Z,2022-07-24,39.35,435
3936,155296,817.92,val-936,unique-00003936,true,2020-01-01T01:05:36.000936Z,2022-07-25,39.36,436
3937,591057,818.89,val-937,unique-00003937,false,2020-01-01T01:05:37.000937Z,2022-07-26,39.37,437
3938,26818,819.86,val-938,unique-00003938,false,2020-01-01T01:05:38.000938Z,2022-07-27,39.38,438
3939,462579,820.83,val-939,unique-00003939,true,2020-01-01T01:05:39.000939Z,2022-07-28,39.39,439
3940,898340,821.8,val-940,unique-00003940,false,2020-01-01T01:05:40.000940Z,2022-07-29,39.4,440
3941,334101,822.77,val-941,unique-00003941,false,2020-01-01T01:05:41.000941Z,2022-07-30,39.41,
3942,769862,823.74,val-942,unique-00003942,true,2020-01-01T01:05:42.000942Z,2022-07-31,39.42,442
3943,205623,824.71,val-943,unique-00003943,false,2020-01-01T01:05:43.000943Z,2022-08-01,39.43,443
3944,641384,825.68,val-944,unique-00003944,false,2020-01-01T01:05:44.000944Z,2022-08-02,39.44,444
3945,77145,826.65,val-945,unique-00003945,true,2020-01-01T01:05:45.000945Z,2022-08-03,39.45,445
3946,512906,827.62,val-946,unique-00003946,false,2020-01-01T01:05:46.000946Z,2022-08-04,39.46,446
3947,948667,828.59,val-947,unique-00003947,false,2020-01-01T01:05:47.000947Z,2022-08-05,39.47,447
3948,384428,829.56,val-948,unique-00003948,true,2020-01-01T01:05:48.000948Z,2022-08-06,39.48,
3949,820189,830.53,val-949,unique-00003949,false,2020-01-01T01:05:49.000949Z,2022-08-07,39.49,449
3950,255950,831.5,val-950,unique-00003950,false,2020-01-01T01:05:50.000950Z,2022-08-08,39.5,450
3951,691711,832.47,val-951,unique-00003951,true,2020-01-01T01:05:51.000951Z,2022-08-09,39.51,451
3952,127472,833.44,val-952,unique-00003952,false,2020-01-01T01:05:52.000952Z,2022-08-10,39.52,452
3953,563233,834.41,val-953,unique-00003953,false,2020-01-01T01:05:53.000953Z,2022-08-11,39.53,453
3954,998994,835.38,val-954,unique-00003954,true,2020-01-01T01:05:54.000954Z,2022-08-12,39.54,454
3955,434755,836.35,val-955,unique-00003955,false,2020-01-01T01:05:55.000955Z,2022-08-13,39.55,
3956,870516,837.32,val-956,unique-00003956,false,2020-01-01T01:05:56.000956Z,2022-08-14,39.56,456
3957,306277,838.29,val-957,unique-00003957,true,2020-01-01T01:05:57.000957Z,2022-08-15,39.57,457
3958,742038,839.26,val-958,unique-00003958,false,2020-01-01T01:05:58.000958Z,2022-08-16,39.58,458
3959,177799,840.23,val-959,unique-00003959,false,2020-01-01T01:05:59.000959Z,2022-08-17,39.59,459
3960,613560,841.2,val-960,unique-00003960,true,2020-01-01T01:06:00.000960Z,2022-08-18,39.6,460
3961,49321,842.17,val-961,unique-00003961,false,2020-01-01T01:06:01.000961Z,2022-08-19,39.61,461
3962,485082,843.14,val-962,unique-00003962,false,2020-01-01T01:06:02.000962Z,2022-08-20,39.62,
3963,920843,844.11,val-963,unique-00003963,true,2020-01-01T01:06:03.000963Z,2022-08-21,39.63,463
3964,356604,845.08,val-964,unique-00003964,false,2020-01-01T01:06:04.000964Z,2022-08-22,39.64,464
3965,792365,846.05,val-965,unique-00003965,false,2020-01-01T01:06:05.000965Z,2022-08-23,39.65,465
3966,228126,847.02,val-966,unique-00003966,true,2020-01-01T01:06:06.000966Z,2022-08-24,39.66,466
3967,663887,847.99,val-967,unique-00003967,false,2020-01-01T01:06:07.000967Z,2022-08-25,39.67,467
3968,99648,848.96,val-968,unique-00003968,false,2020-01-01T01:06:08.000968Z,2022-08-26,39.68,468
3969,535409,849.93,val-969,unique-00003969,true,2020-01-01T01:06:09.000969Z,2022-08-27,39.69,
3970,971170,850.9,val-970,unique-00003970,false,2020-01-01T01:06:10.000970Z,2022-08-28,39.7,470
3971,406931,851.87,val-971,unique-00003971,false,2020-01-01T01:06:11.000971Z,2022-08-29,39.71,471
3972,842692,852.84,val-972,unique-00003972,true,2020-01-01T01:06:12.000972Z,2022-08-30,39.72,472
3973,278453,853.81,val-973,unique-00003973,false,2020-01-01T01:06:13.000973Z,2022-08-31,39.73,473
3974,714214,854.78,val-974,unique-00003974,false,2020-01-01T01:06:14.000974Z,2022-09-01,39.74,474
3975,149975,855.75,val-975,unique-00003975,true,2020-01-01T01:06:15.000975Z,2022-09-02,39.75,475
3976,585736,856.72,val-976,unique-00003976,false,2020-01-01T01:06:16.000976Z,2022-09-03,39.76,
3977,21497,857.69,val-977,unique-00003977,false,2020-01-01T01:06:17.000977Z,2022-09-04,39.77,477
3978,457258,858.66,val-978,unique-00003978,true,2020-01-01T01:06:18.000978Z,2022-09-05,39.78,478
3979,893019,859.63,val-979,unique-00003979,false,2020-01-01T01:06:19.000979Z,2022-09-06,39.79,479
3980,328780,860.6,val-980,unique-00003980,false,2020-01-01T01:06:20.000980Z,2022-09-07,39.8,480
3981,764541,861.57,val-981,unique-00003981,true,2020-01-01T01:06:21.000981Z,2022-09-08,39.81,481
3982,200302,862.54,val-982,unique-00003982,false,2020-01-01T01:06:22.000982Z,2022-09-09,39.82,482
3983,636063,863.51,val-983,unique-00003983,false,2020-01-01T01:06:23.000983Z,2022-09-10,39.83,
3984,71824,864.48,val-984,unique-00003984,true,2020-01-01T01:06:24.000984Z,2022-09-11,39.84,484
3985,507585,865.45,val-985,unique-00003985,false,2020-01-01T01:06:25.000985Z,2022-09-12,39.85,485
3986,943346,866.42,val-986,unique-00003986,false,2020-01-01T01:06:26.000986Z,2022-09-13,39.86,486
3987,379107,867.39,val-987,unique-00003987,true,2020-01-01T01:06:27.000987Z,2022-09-14,39.87,487
3988,814868,868.36,val-988,unique-00003988,false,2020-01-01T01:06:28.000988Z,2022-09-15,39.88,488
3989,250629,869.33,val-989,unique-00003989,false,2020-01-01T01:06:29.000989Z,2022-09-16,39.89,489
3990,686390,870.3,val-990,unique-00003990,true,2020-01-01T01:06:30.000990Z,2022-09-17,39.9,
3991,122151,871.27,val-991,unique-00003991,false,2020-01-01T01:06:31.000991Z,2022-09-18,39.91,491
3992,557912,872.24,val-992,unique-00003992,false,2020-01-01T01:06:32.000992Z,2022-09-19,39.92,492
3993,993673,873.21,val-993,unique-00003993,true,2020-01-01T01:06:33.000993Z,2022-09-20,39.93,493
3994,429434,874.18,val-994,unique-00003994,false,2020-01-01T01:06:34.000994Z,2022-09-21,39.94,494
3995,865195,875.15,val-995,unique-00003995,false,2020-01-01T01:06:35.000995Z,2022-09-22,39.95,495
3996,300956,876.12,val-996,unique-00003996,true,2020-01-01T01:06:36.000996Z,2022-09-23,39.96,496
3997,736717,877.09,val-997,unique-00003997,false,2020-01-01T01:06:37.000997Z,2022-09-24,39.97,
3998,172478,878.06,val-998,unique-00003998,false,2020-01-01T01:06:38.000998Z,2022-09-25,39.98,498
3999,608239,879.03,val-999,unique-00003999,true,2020-01-01T01:06:39.000999Z,2022-09-26,39.99,499
4000,44000,880.0,val-000,unique-00004000,false,2020-01-01T01:06:40.000000Z,2020-01-01,40,0
4001,479761,880.97,val-001,unique-00004001,false,2020-01-01T01:06:41.000001Z,2020-01-02,40.01,1
4002,915522,881.94,val-002,unique-00004002,true,2020-01-01T01:06:42.000002Z,2020-01-03,40.02,2
4003,351283,882.91,val-003,unique-00004003,false,2020-01-01T01:06:43.000003Z,2020-01-04,40.03,3
4004,787044,883.88,val-004,unique-00004004,false,2020-01-01T01:06:44.000004Z,2020-01-05,40.04,
4005,222805,884.85,val-005,unique-00004005,true,2020-01-01T01:06:45.000005Z,2020-01-06,40.05,5
4006,658566,885.82,val-006,unique-00004006,false,2020-01-01T01:06:46.000006Z,2020-01-07,40.06,6
4007,94327,886.79,val-007,unique-00004007,false,2020-01-01T01:06:47.000007Z,2020-01-08,40.07,7
4008,530088,887.76,val-008,unique-00004008,true,2020-01-01T01:06:48.000008Z,2020-01-09,40.08,8
4009,965849,888.73,val-009,unique-00004009,false,2020-01-01T01:06:49.000009Z,2020-01-10,40.09,9
4010,401610,889.7,val-010,unique-00004010,false,2020-01-01T01:06:50.000010Z,2020-01-11,40.1,10
4011,837371,890.67,val-011,unique-00004011,true,2020-01-01T01:06:51.000011Z,2020-01-12,40.11,
4012,273132,891.64,val-012,unique-00004012,false,2020-01-01T01:06:52.000012Z,2020-01-13,40.12,12
4013,708893,892.61,val-013,unique-00004013,false,2020-01-01T01:06:53.000013Z,2020-01-14,40.13,13
4014,144654,893.58,val-014,unique-00004014,true,2020-01-01T01:06:54.000014Z,2020-01-15,40.14,14
4015,580415,894.55,val-015,unique-00004015,false,2020-01-01T01:06:55.000015Z,2020-01-16,40.15,15
4016,16176,895.52,val-016,unique-00004016,false,2020-01-01T01:06:56.000016Z,2020-01-17,40.16,16
4017,451937,896.49,val-017,unique-00004017,true,2020-01-01T01:06:57.000017Z,2020-01-18,40.17,17
4018,887698,897.46,val-018,unique-00004018,false,2020-01-01T01:06:58.000018Z,2020-01-19,40.18,
4019,323459,898.43,val-019,unique-00004019,false,2020-01-01T01:06:59.000019Z,2020-01-20,40.19,19
4020,759220,899.4,val-020,unique-00004020,true,2020-01-01T01:07:00.000020Z,2020-01-21,40.2,20
4021,194981,900.37,val-021,unique-00004021,false,2020-01-01T01:07:01.000021Z,2020-01-22,40.21,21
4022,630742,901.34,val-022,unique-00004022,false,2020-01-01T01:07:02.000022Z,2020-01-23,40.22,22
4023,66503,902.31,val-023,unique-00004023,true,2020-01-01T01:07:03.000023Z,2020-01-24,40.23,23
4024,502264,903.28,val-024,unique-00004024,false,2020-01-01T01:07:04.000024Z,2020-01-25,40.24,24
4025,938025,904.25,val-025,unique-00004025,false,2020-01-01T01:07:05.000025Z,2020-01-26,40.25,
4026,373786,905.22,val-026,unique-00004026,true,2020-01-01T01:07:06.000026Z,2020-01-27,40.26,26
4027,809547,906.19,val-027,unique-00004027,false,2020-01-01T01:07:07.000027Z,2020-01-28,40.27,27
4028,245308,907.16,val-028,unique-00004028,false,2020-01-01T01:07:08.000028Z,2020-01-29,40.28,28
4029,681069,908.13,val-029,unique-00004029,true,2020-01-01T01:07:09.000029Z,2020-01-30,40.29,29
4030,116830,909.1,val-030,unique-00004030,false,2020-01-01T01:07:10.000030Z,2020-01-31,40.3,30
4031,552591,910.07,val-031,unique-00004031,false,2020-01-01T01:07:11.000031Z,2020-02-01,40.31,31
4032,988352,911.04,val-032,unique-00004032,true,2020-01-01T01:07:12.000032Z,2020-02-02,40.32,
4033,424113,912.01,val-033,unique-00004033,false,2020-01-01T01:07:13.000033Z,2020-02-03,40.33,33
4034,859874,912.98,val-034,unique-00004034,false,2020-01-01T01:07:14.000034Z,2020-02-04,40.34,34
4035,295635,913.95,val-035,unique-00004035,true,2020-01-01T01:07:15.000035Z,2020-02-05,40.35,35
4036,731396,914.92,val-036,unique-00004036,false,2020-01-01T01:07:16.000036Z,2020-02-06,40.36,36
4037,167157,915.89,val-037,unique-00004037,false,2020-01-01T01:07:17.000037Z,2020-02-07,40.37,37
4038,602918,916.86,val-038,unique-00004038,true,2020-01-01T01:07:18.000038Z,2020-02-08,40.38,38
4039,38679,917.83,val-039,unique-00004039,false,2020-01-01T01:07:19.000039Z,2020-02-09,40.39,
4040,474440,918.8,val-040,unique-00004040,false,2020-01-01T01:07:20.000040Z,2020-02-10,40.4,40
4041,910201,919.77,val-041,unique-00004041,true,2020-01-01T01:07:21.000041Z,2020-02-11,40.41,41
4042,345962,920.74,val-042,unique-00004042,false,2020-01-01T01:07:22.000042Z,2020-02-12,40.42,42
4043,781723,921.71,val-043,unique-00004043,false,2020-01-01T01:07:23.000043Z,2020-02-13,40.43,43
4044,217484,922.68,val-044,unique-00004044,true,2020-01-01T01:07:24.000044Z,2020-02-14,40.44,44
4045,653245,923.65,val-045,unique-00004045,false,2020-01-01T01:07:25.000045Z,2020-02-15,40.45,45
4046,89006,924.62,val-046,unique-00004046,false,2020-01-01T01:07:26.000046Z,2020-02-16,40.46,
4047,524767,925.59,val-047,unique-00004047,true,2020-01-01T01:07:27.000047Z,2020-02-17,40.47,47
4048,960528,926.56,val-048,unique-00004048,false,2020-01-01T01:07:28.000048Z,2020-02-18,40.48,48
4049,396289,927.53,val-049,unique-00004049,false,2020-01-01T01:07:29.000049Z,2020-02-19,40.49,49
4050,832050,928.5,val-050,unique-00004050,true,2020-01-01T01:07:30.000050Z,2020-02-20,40.5,50
4051,267811,929.47,val-051,unique-00004051,false,2020-01-01T01:07:31.000051Z,2020-02-21,40.51,51
4052,703572,930.44,val-052,unique-00004052,false,2020-01-01T01:07:32.000052Z,2020-02-22,40.52,52
4053,139333,931.41,val-053,unique-00004053,true,2020-01-01T01:07:33.000053Z,2020-02-23,40.53,
4054,575094,932.38,val-054,unique-00004054,false,2020-01-01T01:07:34.000054Z,2020-02-24,40.54,54
4055,10855,933.35,val-055,unique-00004055,false,2020-01-01T01:07:35.000055Z,2020-02-25,40.55,55
4056,446616,934.32,val-056,unique-00004056,true,2020-01-01T01:07:36.000056Z,2020-02-26,40.56,56
4057,882377,935.29,val-057,unique-00004057,false,2020-01-01T01:07:37.000057Z,2020-02-27,40.57,57
4058,318138,936.26,val-058,unique-00004058,false,2020-01-01T01:07:38.000058Z,2020-02-28,40.58,58
4059,753899,937.23,val-059,unique-00004059,true,2020-01-01T01:07:39.000059Z,2020-02-29,40.59,59
4060,189660,938.2,val-060,unique-00004060,false,2020-01-01T01:07:40.000060Z,2020-03-01,40.6,
4061,625421,939.17,val-061,unique-00004061,false,2020-01-01T01:07:41.000061Z,2020-03-02,40.61,61
4062,61182,940.14,val-062,unique-00004062,true,2020-01-01T01:07:42.000062Z,2020-03-03,40.62,62
4063,496943,941.11,val-063,unique-00004063,false,2020-01-01T01:07:43.000063Z,2020-03-04,40.63,63
4064,932704,942.08,val-064,unique-00004064,false,2020-01-01T01:07:44.000064Z,2020-03-05,40.64,64
4065,368465,943.05,val-065,unique-00004065,true,2020-01-01T01:07:45.000065Z,2020-03-06,40.65,65
