id,region,amount,note
4726,r2,748.62,row-04726
4727,r3,748.99,row-04727
4728,r0,749.36,row-04728
4729,r1,749.73,row-04729
4730,r2,750.1,row-04730
4731,r3,750.47,row-04731
4732,r0,750.84,row-04732
4733,r1,751.21,row-04733
4734,r2,751.58,row-04734
4735,r3,751.95,row-04735
4736,r0,752.32,row-04736
4737,r1,752.69,row-04737
4738,r2,753.06,row-04738
4739,r3,753.43,row-04739
4740,r0,753.8,row-04740
4741,r1,754.17,row-04741
4742,r2,754.54,row-04742
4743,r3,754.91,row-04743
4744,r0,755.28,row-04744
4745,r1,755.65,row-04745
4746,r2,756.02,row-04746
4747,r3,756.39,row-04747
4748,r0,756.76,row-04748
4749,r1,757.13,row-04749
4750,r2,757.5,row-04750
4751,r3,757.87,row-04751
4752,r0,758.24,row-04752
4753,r1,758.61,row-04753
4754,r2,758.98,row-04754
4755,r3,759.35,row-04755
4756,r0,759.72,row-04756
4757,r1,760.09,row-04757
4758,r2,760.46,row-04758
4759,r3,760.83,row-04759
4760,r0,761.2,row-04760
4761,r1,761.57,row-04761
4762,r2,761.94,row-04762
4763,r3,762.31,row-04763
4764,r0,762.68,row-04764
4765,r1,763.05,row-04765
4766,r2,763.42,row-04766
4767,r3,763.79,row-04767
4768,r0,764.16,row-04768
4769,r1,764.53,row-04769
4770,r2,764.9,row-04770
4771,r3,765.27,row-04771
4772,r0,765.64,row-04772
4773,r1,766.01,row-04773
4774,r2,766.38,row-04774
4775,r3,766.75,row-04775
4776,r0,767.12,row-04776
4777,r1,767.49,row-04777
4778,r2,767.86,row-04778
4779,r3,768.23,row-04779
4780,r0,768.6,row-04780
4781,r1,768.97,row-04781
4782,r2,769.34,row-04782
4783,r3,769.71,row-04783
4784,r0,770.08,row-04784
4785,r1,770.45,row-04785
4786,r2,770.82,row-04786
4787,r3,771.19,row-04787
4788,r0,771.56,row-04788
4789,r1,771.93,row-04789
4790,r2,772.3,row-04790
4791,r3,772.67,row-04791
4792,r0,773.04,row-04792
4793,r1,773.41,row-04793
4794,r2,773.78,row-04794
4795,r3,774.15,row-04795
4796,r0,774.52,row-04796
4797,r1,774.89,row-04797
4798,r2,775.26,row-04798
4799,r3,775.63,row-04799
4800,r0,776.0,row-04800
4801,r1,776.37,row-04801
4802,r2,776.74,row-04802
4803,r3,777.11,row-04803
4804,r0,777.48,row-04804
4805,r1,777.85,row-04805
4806,r2,778.22,row-04806
4807,r3,778.59,row-04807
4808,r0,778.96,row-04808
4809,r1,779.33,row-04809
4810,r2,779.7,row-04810
4811,r3,780.07,row-04811
4812,r0,780.44,row-04812
4813,r1,780.81,row-04813
4814,r2,781.18,row-04814
4815,r3,781.55,row-04815
4816,r0,781.92,row-04816
4817,r1,782.29,row-04817
4818,r2,782.66,row-04818
4819,r3,783.03,row-04819
4820,r0,783.4,row-04820
4821,r1,783.77,row-04821
4822,r2,784.14,row-04822
4823,r3,784.51,row-04823
4824,r0,784.88,row-04824
4825,r1,785.25,row-04825
4826,r2,785.62,row-04826
4827,r3,785.99,row-04827
4828,r0,786.36,row-04828
4829,r1,786.73,row-04829
4830,r2,787.1,row-04830
4831,r3,787.47,row-04831
4832,r0,787.84,row-04832
4833,r1,788.21,row-04833
4834,r2,788.58,row-04834
4835,r3,788.95,row-04835
4836,r0,789.32,row-04836
4837,r1,789.69,row-04837
4838,r2,790.06,row-04838
4839,r3,790.43,row-04839
4840,r0,790.8,row-04840
4841,r1,791.17,row-04841
4842,r2,791.54,row-04842
4843,r3,791.91,row-04843
4844,r0,792.28,row-04844
4845,r1,792.65,row-04845
4846,r2,793.02,row-04846
4847,r3,793.39,row-04847
4848,r0,793.76,row-04848
4849,r1,794.13,row-04849
4850,r2,794.5,row-04850
4851,r3,794.87,row-04851
4852,r0,795.24,row-04852
4853,r1,795.61,row-04853
4854,r2,795.98,row-04854
4855,r3,796.35,row-04855
4856,r0,796.72,row-04856
4857,r1,797.09,row-04857
4858,r2,797.46,row-04858
4859,r3,797.83,row-04859
4860,r0,798.2,row-04860
4861,r1,798.57,row-04861
4862,r2,798.94,row-04862
4863,r3,799.31,row-04863
4864,r0,799.68,row-04864
4865,r1,800.05,row-04865
4866,r2,800.42,row-04866
4867,r3,800.79,row-04867
4868,r0,801.16,row-04868
4869,r1,801.53,row-04869
4870,r2,801.9,row-04870
4871,r3,802.27,row-04871
4872,r0,802.64,row-04872
4873,r1,803.01,row-04873
4874,r2,803.38,row-04874
4875,r3,803.75,row-04875
4876,r0,804.12,row-04876
4877,r1,804.49,row-04877
4878,r2,804.86,row-04878
4879,r3,805.23,row-04879
4880,r0,805.6,row-04880
4881,r1,805.97,row-04881
4882,r2,806.34,row-04882
4883,r3,806.71,row-04883
4884,r0,807.08,row-04884
4885,r1,807.45,row-04885
4886,r2,807.82,row-04886
4887,r3,808.19,row-04887
4888,r0,808.56,row-04888
4889,r1,808.93,row-04889
4890,r2,809.3,row-04890
4891,r3,809.67,row-04891
4892,r0,810.04,row-04892
4893,r1,810.41,row-04893
4894,r2,810.78,row-04894
4895,r3,811.15,row-04895
4896,r0,811.52,row-04896
4897,r1,811.89,row-04897
4898,r2,812.26,row-04898
4899,r3,812.63,row-04899
4900,r0,813.0,row-04900
4901,r1,813.37,row-04901
4902,r2,813.74,row-04902
4903,r3,814.11,row-04903
4904,r0,814.48,row-04904
4905,r1,814.85,row-04905
4906,r2,815.22,row-04906
4907,r3,815.59,row-04907
4908,r0,815.96,row-04908
4909,r1,816.33,row-04909
4910,r2,816.7,row-04910
4911,r3,817.07,row-04911
4912,r0,817.44,row-04912
4913,r1,817.81,row-04913
4914,r2,818.18,row-04914
4915,r3,818.55,row-04915
4916,r0,818.92,row-04916
4917,r1,819.29,row-04917
4918,r2,819.66,row-04918
4919,r3,820.03,row-04919
4920,r0,820.4,row-04920
4921,r1,820.77,row-04921
4922,r2,821.14,row-04922
4923,r3,821.51,row-04923
4924,r0,821.88,row-04924
4925,r1,822.25,row-04925
4926,r2,822.62,row-04926
4927,r3,822.99,row-04927
4928,r0,823.36,row-04928
4929,r1,823.73,row-04929
4930,r2,824.1,row-04930
4931,r3,824.47,row-04931
4932,r0,824.84,row-04932
4933,r1,825.21,row-04933
4934,r2,825.58,row-04934
4935,r3,825.95,row-04935
4936,r0,826.32,row-04936
4937,r1,826.69,row-04937
4938,r2,827.06,row-04938
4939,r3,827.43,row-04939
4940,r0,827.8,row-04940
4941,r1,828.17,row-04941
4942,r2,828.54,row-04942
4943,r3,828.91,row-04943
4944,r0,829.28,row-04944
4945,r1,829.65,row-04945
4946,r2,830.02,row-04946
4947,r3,830.39,row-04947
4948,r0,830.76,row-04948
4949,r1,831.13,row-04949
4950,r2,831.5,row-04950
4951,r3,831.87,row-04951
4952,r0,832.24,row-04952
4953,r1,832.61,row-04953
4954,r2,832.98,row-04954
4955,r3,833.35,row-04955
4956,r0,833.72,row-04956
4957,r1,834.09,row-04957
4958,r2,834.46,row-04958
4959,r3,834.83,row-04959
4960,r0,835.2,row-04960
4961,r1,835.57,row-04961
4962,r2,835.94,row-04962
4963,r3,836.31,row-04963
4964,r0,836.68,row-04964
4965,r1,837.05,row-04965
4966,r2,837.42,row-04966
4967,r3,837.79,row-04967
4968,r0,838.16,row-04968
4969,r1,838.53,row-04969
4970,r2,838.9,row-04970
4971,r3,839.27,row-04971
4972,r0,839.64,row-04972
4973,r1,840.01,row-04973
4974,r2,840.38,row-04974
4975,r3,840.75,row-04975
4976,r0,841.12,row-04976
4977,r1,841.49,row-04977
4978,r2,841.86,row-04978
4979,r3,842.23,row-04979
4980,r0,842.6,row-04980
4981,r1,842.97,row-04981
4982,r2,843.34,row-04982
4983,r3,843.71,row-04983
4984,r0,844.08,row-04984
4985,r1,844.45,row-04985
4986,r2,844.82,row-04986
4987,r3,845.19,row-04987
4988,r0,845.56,row-04988
4989,r1,845.93,row-04989
4990,r2,846.3,row-04990
4991,r3,846.67,row-04991
4992,r0,847.04,row-04992
4993,r1,847.41,row-04993
4994,r2,847.78,row-04994
4995,r3,848.15,row-04995
4996,r0,848.52,row-04996
4997,r1,848.89,row-04997
4998,r2,849.26,row-04998
4999,r3,849.63,row-04999
